2025-07-11 23:48:01,381 | INFO | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2025-07-11 23:55:52,974 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:55:55,767 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:56:05 IST)" (scheduled at 2025-07-11 23:55:55.648523+05:30)
2025-07-11 23:55:55,973 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:56:05 IST)" executed successfully
2025-07-11 23:56:03,130 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:56:05,871 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:56:15 IST)" (scheduled at 2025-07-11 23:56:05.648523+05:30)
2025-07-11 23:56:06,189 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:56:15 IST)" executed successfully
2025-07-11 23:56:13,340 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:56:15,668 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:56:25 IST)" (scheduled at 2025-07-11 23:56:15.648523+05:30)
2025-07-11 23:56:15,783 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:56:25 IST)" executed successfully
2025-07-11 23:56:23,578 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:56:25,660 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:56:35 IST)" (scheduled at 2025-07-11 23:56:25.648523+05:30)
2025-07-11 23:56:25,850 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:56:35 IST)" executed successfully
2025-07-11 23:56:33,818 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:56:35,657 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:56:45 IST)" (scheduled at 2025-07-11 23:56:35.648523+05:30)
2025-07-11 23:56:35,864 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:56:45 IST)" executed successfully
2025-07-11 23:56:44,065 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:56:45,661 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:56:55 IST)" (scheduled at 2025-07-11 23:56:45.648523+05:30)
2025-07-11 23:56:45,891 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:56:55 IST)" executed successfully
2025-07-11 23:56:54,401 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:56:55,663 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:57:05 IST)" (scheduled at 2025-07-11 23:56:55.648523+05:30)
2025-07-11 23:56:55,911 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:57:05 IST)" executed successfully
2025-07-11 23:57:04,653 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:57:05,652 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:57:15 IST)" (scheduled at 2025-07-11 23:57:05.648523+05:30)
2025-07-11 23:57:05,854 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:57:15 IST)" executed successfully
2025-07-11 23:57:14,904 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:57:15,656 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:57:25 IST)" (scheduled at 2025-07-11 23:57:15.648523+05:30)
2025-07-11 23:57:15,804 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:57:25 IST)" executed successfully
2025-07-11 23:57:25,123 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:57:25,653 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:57:35 IST)" (scheduled at 2025-07-11 23:57:25.648523+05:30)
2025-07-11 23:57:25,839 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:57:35 IST)" executed successfully
2025-07-11 23:57:35,304 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:57:35,654 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:57:45 IST)" (scheduled at 2025-07-11 23:57:35.648523+05:30)
2025-07-11 23:57:35,776 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:57:45 IST)" executed successfully
2025-07-11 23:57:45,573 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:57:45,658 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:57:55 IST)" (scheduled at 2025-07-11 23:57:45.648523+05:30)
2025-07-11 23:57:45,972 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:57:55 IST)" executed successfully
2025-07-11 23:57:55,656 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:58:05 IST)" (scheduled at 2025-07-11 23:57:55.648523+05:30)
2025-07-11 23:57:55,888 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:57:56,689 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:58:05 IST)" executed successfully
2025-07-11 23:58:05,659 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:58:15 IST)" (scheduled at 2025-07-11 23:58:05.648523+05:30)
2025-07-11 23:58:05,757 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:58:15 IST)" executed successfully
2025-07-11 23:58:06,183 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:58:15,659 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:58:25 IST)" (scheduled at 2025-07-11 23:58:15.648523+05:30)
2025-07-11 23:58:15,786 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:58:25 IST)" executed successfully
2025-07-11 23:58:16,449 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:58:25,659 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:58:35 IST)" (scheduled at 2025-07-11 23:58:25.648523+05:30)
2025-07-11 23:58:25,867 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:58:35 IST)" executed successfully
2025-07-11 23:58:26,656 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:58:35,657 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:58:45 IST)" (scheduled at 2025-07-11 23:58:35.648523+05:30)
2025-07-11 23:58:35,841 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:58:45 IST)" executed successfully
2025-07-11 23:58:36,835 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:58:45,659 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:58:55 IST)" (scheduled at 2025-07-11 23:58:45.648523+05:30)
2025-07-11 23:58:46,014 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:58:55 IST)" executed successfully
2025-07-11 23:58:46,993 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:58:55,664 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:59:05 IST)" (scheduled at 2025-07-11 23:58:55.648523+05:30)
2025-07-11 23:58:55,951 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:59:05 IST)" executed successfully
2025-07-11 23:58:57,177 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:59:05,665 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:59:15 IST)" (scheduled at 2025-07-11 23:59:05.648523+05:30)
2025-07-11 23:59:05,981 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:59:15 IST)" executed successfully
2025-07-11 23:59:07,415 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:59:15,653 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:59:25 IST)" (scheduled at 2025-07-11 23:59:15.648523+05:30)
2025-07-11 23:59:15,838 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:59:25 IST)" executed successfully
2025-07-11 23:59:17,587 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:59:25,662 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:59:35 IST)" (scheduled at 2025-07-11 23:59:25.648523+05:30)
2025-07-11 23:59:25,950 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:59:35 IST)" executed successfully
2025-07-11 23:59:27,735 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:59:35,660 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:59:45 IST)" (scheduled at 2025-07-11 23:59:35.648523+05:30)
2025-07-11 23:59:36,191 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:59:45 IST)" executed successfully
2025-07-11 23:59:37,899 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:59:45,656 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:59:55 IST)" (scheduled at 2025-07-11 23:59:45.648523+05:30)
2025-07-11 23:59:45,855 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-11 23:59:55 IST)" executed successfully
2025-07-11 23:59:48,168 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-11 23:59:55,649 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-12 00:00:05 IST)" (scheduled at 2025-07-11 23:59:55.648523+05:30)
2025-07-11 23:59:55,951 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-12 00:00:05 IST)" executed successfully
2025-07-11 23:59:58,334 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-12 00:00:05,657 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-12 00:00:15 IST)" (scheduled at 2025-07-12 00:00:05.648523+05:30)
2025-07-12 00:00:06,114 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-12 00:00:15 IST)" executed successfully
2025-07-12 00:00:08,546 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-12 00:00:15,655 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-12 00:00:25 IST)" (scheduled at 2025-07-12 00:00:15.648523+05:30)
2025-07-12 00:00:15,905 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-12 00:00:25 IST)" executed successfully
2025-07-12 00:00:18,699 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-12 00:00:25,655 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-12 00:00:35 IST)" (scheduled at 2025-07-12 00:00:25.648523+05:30)
2025-07-12 00:00:25,792 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-12 00:00:35 IST)" executed successfully
2025-07-12 00:00:28,887 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-12 00:00:35,655 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-12 00:00:45 IST)" (scheduled at 2025-07-12 00:00:35.648523+05:30)
2025-07-12 00:00:35,759 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-12 00:00:45 IST)" executed successfully
2025-07-12 00:00:39,131 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-12 00:00:45,652 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-12 00:00:55 IST)" (scheduled at 2025-07-12 00:00:45.648523+05:30)
2025-07-12 00:00:45,903 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-12 00:00:55 IST)" executed successfully
2025-07-12 00:00:49,309 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-12 00:00:55,650 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-12 00:01:05 IST)" (scheduled at 2025-07-12 00:00:55.648523+05:30)
2025-07-12 00:00:55,853 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-12 00:01:05 IST)" executed successfully
2025-07-12 00:00:59,542 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-12 00:01:05,661 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-12 00:01:15 IST)" (scheduled at 2025-07-12 00:01:05.648523+05:30)
2025-07-12 00:01:05,977 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-12 00:01:15 IST)" executed successfully
2025-07-12 00:01:09,781 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-12 00:01:15,664 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-12 00:01:25 IST)" (scheduled at 2025-07-12 00:01:15.648523+05:30)
2025-07-12 00:01:15,822 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-12 00:01:25 IST)" executed successfully
2025-07-12 00:01:20,018 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-12 00:01:25,664 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-12 00:01:35 IST)" (scheduled at 2025-07-12 00:01:25.648523+05:30)
2025-07-12 00:01:25,930 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-12 00:01:35 IST)" executed successfully
2025-07-12 00:01:30,252 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-12 00:01:35,653 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-12 00:01:45 IST)" (scheduled at 2025-07-12 00:01:35.648523+05:30)
2025-07-12 00:01:35,909 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-12 00:01:45 IST)" executed successfully
2025-07-12 00:01:40,733 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-12 00:01:45,651 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-12 00:01:55 IST)" (scheduled at 2025-07-12 00:01:45.648523+05:30)
2025-07-12 00:01:45,789 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-12 00:01:55 IST)" executed successfully
2025-07-12 00:01:50,945 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-12 00:01:55,651 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-12 00:02:05 IST)" (scheduled at 2025-07-12 00:01:55.648523+05:30)
2025-07-12 00:01:55,857 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-12 00:02:05 IST)" executed successfully
2025-07-12 00:02:01,106 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-12 00:02:05,664 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-12 00:02:15 IST)" (scheduled at 2025-07-12 00:02:05.648523+05:30)
2025-07-12 00:02:05,853 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-12 00:02:15 IST)" executed successfully
2025-07-12 00:02:11,250 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-12 00:02:15,660 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-12 00:02:25 IST)" (scheduled at 2025-07-12 00:02:15.648523+05:30)
2025-07-12 00:02:16,135 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-12 00:02:25 IST)" executed successfully
2025-07-12 00:02:21,451 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-12 00:02:25,656 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-12 00:02:35 IST)" (scheduled at 2025-07-12 00:02:25.648523+05:30)
2025-07-12 00:02:25,962 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-12 00:02:35 IST)" executed successfully
2025-07-12 00:02:31,603 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-12 00:02:35,649 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-12 00:02:45 IST)" (scheduled at 2025-07-12 00:02:35.648523+05:30)
2025-07-12 00:02:35,755 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-12 00:02:45 IST)" executed successfully
2025-07-12 00:02:41,833 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-12 00:02:45,658 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-12 00:02:55 IST)" (scheduled at 2025-07-12 00:02:45.648523+05:30)
2025-07-12 00:02:45,792 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-12 00:02:55 IST)" executed successfully
2025-07-12 00:02:52,075 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-12 00:02:55,660 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-12 00:03:05 IST)" (scheduled at 2025-07-12 00:02:55.648523+05:30)
2025-07-12 00:02:55,790 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-12 00:03:05 IST)" executed successfully
2025-07-12 00:03:02,287 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-12 00:03:05,659 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-12 00:03:15 IST)" (scheduled at 2025-07-12 00:03:05.648523+05:30)
2025-07-12 00:03:06,006 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-12 00:03:15 IST)" executed successfully
2025-07-12 00:03:12,450 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-12 00:03:15,653 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-12 00:03:25 IST)" (scheduled at 2025-07-12 00:03:15.648523+05:30)
2025-07-12 00:03:16,033 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-12 00:03:25 IST)" executed successfully
2025-07-12 00:03:23,202 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-12 00:03:25,660 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-12 00:03:35 IST)" (scheduled at 2025-07-12 00:03:25.648523+05:30)
2025-07-12 00:03:25,869 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-12 00:03:35 IST)" executed successfully
2025-07-12 00:03:33,361 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-12 00:03:35,663 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-12 00:03:45 IST)" (scheduled at 2025-07-12 00:03:35.648523+05:30)
2025-07-12 00:03:36,003 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-12 00:03:45 IST)" executed successfully
2025-07-12 00:03:43,509 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
2025-07-12 00:03:45,659 | INFO | Running job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-12 00:03:55 IST)" (scheduled at 2025-07-12 00:03:45.648523+05:30)
2025-07-12 00:03:46,041 | INFO | Job "start_background_monitoring.<locals>.monitor_users (trigger: interval[0:00:10], next run at: 2025-07-12 00:03:55 IST)" executed successfully
2025-07-12 00:03:53,717 | INFO | HTTP Request: POST https://api.telegram.org/bot7960268313:AAHiZBou5-jdbrK4OEtE3pdGxPd3J914y70/getUpdates "HTTP/1.1 200 OK"
